Series Number,Filename,Name,Description,Gender,Attributes,UUID,Hash
122,obasanjo-funny-guy,obasanjo funny guy,Obasanjo is so hilarious ,Male,,c136a120-a339-4080-96ca-1c93845c5848,ae0a31b87e59df252d23bf64ca7a3e26ce3f1832b33a4e1a0e65d09c8791ada4
123,yakubu-village-chief,yakubu village chief,Yakubu is the village chieftain,Male,,5b0c0d26-d204-4264-b579-081ff9df935b,7a607d782598410e619b4dd4851cc60f74a7af8e666c8aede1931bb3c4ac26c4
124,abacha-loves-smoking,abacha loves smoking,Abacha loves taking pipe,Male,,8ac6d95f-0cf3-4f54-9cf2-be8834b3004c,8085b3ac5311c21f7b925a545bf40dee14c3c7d227445465f356cfc04de9b7df
125,johnathan-good-leader,johnathan good leader,A very progressive young man with positivity ,Male,,241e3713-4ce3-48d0-827f-b282ae2db6c4,03a3b4bc839abe7ba58a6b3ba74273e039f8f69c9d5d4295a845d9c96f89566f
126,johnathan-genz-kid,johnathan genz kid,"A child of the moment , all fun and cruise ",Male,,90c0ae09-a35f-42ad-b93c-dcf30169acd9,b3c1da52b90e8474ea74c1d68b569b2cfaf0d5ba612939619c794e14ff865e97
127,eddy-the-community,eddy the community,Man of the people ,Male,,5cabf9d9-882b-459e-9253-8c07eb045e2d,11fcaafe686edbdbee98226e069a9249c0da6251d5967a51fc12650854e20ba5
128,olu-the-oba,olu the oba,The oba of Ofuk kingdom ,Male,,04c4b28a-aca0-44b1-a064-ed0d9d2a31ca,1e61d59d393af4745c81a06aefe678cb85729de797e3dfd3e6315d402043fa9f
129,edu-the-biggest-trader,edu the biggest trader,The biggest merchant in west coast ,Male,,48d1de5f-5f3f-46aa-b2fd-68420a8e802b,ee80e28be9c748b887579535b520a407c5f7508534ceeb8a47333d32ac566dde
130,james-importer-and-exporter,james importer and exporter,Sole importer and exporter of spare parts in Africa ,Male,,22541251-022f-480c-8c1e-cf754dce16d6,19d647f33e09008bf7386d65003b11216b4756a34ea27e1f430d60b7e29030ff
131,lanre-the-dreaded-guy,lanre the dreaded guy,The wayward tout,Male,,66a054cd-5541-4000-98aa-8f2e9892d880,a1590ec65409c373443815006919eff46d0f016b81caa5d441d3ac6c1eaf66af
132,olamide-the-street-boy,olamide the street boy,Friendly street gang,Male,,d50a35b1-b42e-4e0c-8dd8-9b892b56d371,f05062532789705d15532f3e83b325c0d59c82f1897ea768f10edf683fe70086
133,uche-peace-loving-man,uche peace loving man,A man of peace and discipline ,Male,,6c9d6eae-2ea2-468c-a2c8-928aaafc084b,d0315f0ef3f4bcb7d5b68f44d36daf3a4c4fc97ed3ae6da5042d14aaf36b8cc3
134,dave-the-tech-bro,dave the tech bro,Dave the web3 geng,Male,,c0857b11-bf0e-46a4-9108-b8eb93d83e74,5140afabdfcc742fe7f648fed97691c17c682f9ac130cc41556b9fe272c895a3
135,obi-the-biggest-humanitarian,obi the biggest humanitarian,The biggest helper during the pandemic ,Male,,201a408c-7a2e-42d9-a62c-0136c885c211,23362d01fdc08b964f46a20bad034d95aca62508a7b0314d93e88722b6e965bb
136,precious-the-emotional-girl,precious the emotional girl,Soft hearted and sensitive precious ,Female,,b6a41ff1-51ce-42f7-9933-85d0a22ced68,8ef8b93718c65e1276b71d9e9302c73a8f81f44f5e13a43d8fe2dc4be1b9cdc5
137,ella-serious-minded,ella serious minded,Ella a dedicated young lady ,Female,,04036447-f43e-4bfb-9503-f55c9064b14e,dcc1a12c8c20ea4cdb6125852236442dcec3bceba8c767c65b02601b53da581c
138,cynthia-cute-eyes,cynthia cute eyes,Cynthia with a priceless cute eyes,Female,,5d12847b-6d71-4691-8337-2e6ef3e283b2,b54956ef2432855488658d2624e947282b7369078c8aed2acc0014c02cbb1c70
139,mary-with-hair,mary with hair,Mary with her beautiful Afro ,Female,,98035e8b-6540-4464-8a3c-fdac9f07b168,27015599a98ca091c748fea3858f4b3790cdcf01a5acd1753f99e06573e513d1
140,ada-chewing-bubble-gum,ada chewing bubble gum,Ada always chewing gum,Female,,15309dc5-e483-4658-b503-db85ba2c1722,5b3587bb61cc7ac314ef2c7fa6bb67b04642ea9ea78ef029041b3d3367ebc460
,,,,,,,83355207526f3aa4501fa67ac0878eeec53ac0391b1c1499df8b13956d0fe9c0
TEAM PLUG,,,,,,,e65f88051ffc84e41c62643f7c9d1f6a3935e400b5a53ea33a4b8f84504ddb79
141,viganem-the-drummer-girl,viganem the drummer girl,she loves jumping a fence to play drums after school,female,,5a5a6f5c-39f3-4beb-ab74-60d3c7a90fd4,aad282e3de2ce3be9e95760927b9661c02af501267e84f19c285ba50892397f9
142,lenusuka-the- big-woman,lenusuka the big woman,The lady that loves spending money and buying everybody asaobi,female,,e564a43a-ef77-487d-a88e-749d20a09fd8,ea04954f3a440e7799fca325768afd5c482ed14a4e7f74b80a6bdab10108c792
143,enepua-the-clout-queen,enepua the clout queen,The lady that travels all day and enjoys snapping food at restaurants,female,,6dc7e452-0626-4f4c-a28c-f5db3532e305,4518598cfc7a79bf9bbf96af8673e7ae77d2fad1f3ff38e9c2dc63a639585bfb
144,usifong-queen-of-mushin,usifong queen of mushin,Changes her hair every 2 weeks and cannot finish one pure water,female,,221263d0-8775-49f8-bbf8-4b08b49e1482,61fb37c76a81575889c92b5974fdd9207e45e4d08d4dafc0caacb1f6f226c61a
145,akinyim-the-agbaya,akinyim the agbaya,Always playing with small childrens and mostly small girls,male,,c1070dce-48a1-4ae8-b9a4-d070859a8377,dba61a79f22ad94169e25c0dc78de980e98899c02b1414dae8ef056f3ddf45ca
146,zawadi-mr-sleep-everywhere,zawadi mr sleep everywhere,Likes sleeping in the weirdest places especially in clubs,male,,c22489fe-574b-47f3-9667-c9c798b2d4df,fef661cc821c92b6653be9389dafd934e5a884b5bc93220bcb9a20173ce63b42
147,chepkirui-mr-self-love,chepkirui mr self love,Likes taking care of himself and spending on himself,male,,1a91e778-d214-476b-a667-94e9ecb8b5ce,905fe32e61509ae782c4aa8d746c6f5ca817a24c82abc7f16b1535e7304ed843
148,naserian-mr-fear-fear,naserian mr fear fear,Has never slept with anyone and can not kill cockroach,male,,8177cf38-8284-4eb4-b19c-04473bcb3b5e,455b5f3f268bfef2a63a1be32b88bceb76835d02b4b4177782049f8a7adb4aba
149,wawuda-the-ashawo-of-africa,wawuda the ashawo of africa,Brags about his body count and follows skirt anywhere,male,,0554bf35-f588-4009-aafc-ef875b878c29,2d9e86cccb2afda1a553e1f00d6a0650c836e54af0b3c40245a2b9b622ec8d72
150,kerubo-the-igbo-smoker,kerubo the igbo smoker,Loves only his igbo and is happy when he finds an old blunt,male,,33ba8e73-7949-4bc7-ba27-37ee1d573946,44a17101b134d0f815ddb6b0cc93877aa2f818bef7199961ef1e23a78d903fd4
151,rehema-the- olodo,rehema the olodo,Failed primary 5 eight times and like playing football after school,male,,1fb33783-4898-48cf-8a73-f81afc71e1a8,bc207428fee1367e64dadf54d63f7050be2aa6c31d9181fd7805e663e59f2e90
152,nekesa-the-brainbox,nekesa the brainbox,A proposed elite who cannot write a simple speech,,,7ba909bd-19a1-454d-a86c-a45e85cb94a6,d0bd6a8d433ab6622a7109f5560d782e9125ee86398fe23ed36fe3bbfc078d8e
153,kiokoli-the-slowrunner,kiokoli the slowrunner,Always running in every race but never making it to the first 5,,,d7027b6c-ae53-4cce-b80d-67aeb7ceb1ba,adc094d1587e9c9f53dcbc70187a2658fb11d1f661867e321c7f0b3af3c4a613
154,adjuani-uncle-wire-wire,adjuani uncle wire wire,Mugu money spender that loves spending on women extravagantly,,,36cd959f-d280-41f6-af76-765715c72527,29c041acc825fcf0c94ed13653e9a670061f897adb688a70a23f3b70a2ddea42
155,ajobaru-a-serial-killer,ajobaru a serial killer,High end assasin who cannot survive a day without sex,,,9d262f55-73d7-4b95-9a82-42356dbb085c,88febed927876953238f4abe46b5e084ed5643bebaba291cedf04550551112b2
156,effiadem-the-fireman,effiadem the fireman,A retired military general who always loves shooting at sight,,,a4534fe0-b5ed-41ab-af72-1f2d0ff0fc64,f5dbe55c6669108314d698283607b9513b1f1a5d8a77688cf00218efe35f59b1
157,deladem-the-commandoo,deladem the commandoo,The nerd who has watched all war movies but cannot fight a kid,,,88106b92-da30-46ad-a3cc-d528683b9e33,0ddbb536b73b738441ec33f7ae283d7f1793e093cde5bb8cb017179fe610f661
158,dogbeda-the-monger,dogbeda the monger,A fisherman who pracitically live in the river,,,66a09968-cb92-4378-a588-49947f68c537,6914453aade54d6e223768dd581d668e44afb817568e7377d976da2be9120444
159,enyonyam-our-slay-mama,enyonyam our slay mama,Posts new pictures everyday and can snub for africa,,,5e7c7f9d-d631-4759-9b27-cbaccd33d39f,29b567e06537f233a51c60099f2e0f243b5fde242202afefea2f3d979428e2db
160,lumusi-pro-technician,lumusi pro technician,The electrician well known for wiring burnt buildings,,,b07676a6-c611-410d-8426-46c9c525189a,f98027837568f4d52d0cf6b2c6e9a98a303bb01ac9ab7bab35d58ba77d14a6ee
,,,,,,,83355207526f3aa4501fa67ac0878eeec53ac0391b1c1499df8b13956d0fe9c0
TEAM HEADLIGHT,,,,,,,95cbede0bb5d251a13c84df6b9b76b0f5799df91fe8da6a3db52d49b6308854e
161,funmi-the-fashionist,funmi the fashionist,funmi enjoys fashion and she always takes opportunity to showcase her wardrobe,Female,,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,db9a52a1c997c2375ce459baf85504775d897700c713a977506234af524a6f9c
162,bola-the-funky,bola the funky,Bola is a funky fellow but she has another personality no one knows,Female,,ac721b71-cbc5-425c-851f-ee826973f0b9,68af92108c965f5d8ef0c4681c12f203c186691ceca1dff868279e58e325cd6e
163,bimpe-the-runzgirl,bimpe the runzgirl,"be careful with bimpe, she can run you strong thing",Female,,eaa7662f-6926-468a-9add-e791916ae42b,0b7c5d6fce7f7f6e1e871e3a6d1d001eb232dd94d5523e06e046a765a50d3635
164,sola-the-queen,sola the queen,sola is a princess. she's got the mind of a queen,Female,,d5f23ad3-832a-4d3e-814e-e23f466d18a4,aa4070e44b7638fe24d2ce3b89dceced2597ff6a2c04f1e074ae05b851470b78
165,temi-afro-girl,temi afro girl,"temi is know for her funny haircut. this time, afro is up",Female,,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,35c2f3bfdb263159cf33d65f9bceb58174e8c9ae39955d526176c29137dd65f0
166,jonny-the-bravo,jonny the bravo,jonny is our local police. he breaks boys free,Male,,2b345988-b4b0-453b-ad39-efe1321bc8f1,ba1dc12c87c6177f39d3b66132c72ae6b04f43ea2d05007f217072794e2f797d
167,tunde-the-bigman,tunde the bigman,tunde is the big man on the street. flamboyant life style is his identity,Male,,56db423e-8b09-453e-b5fc-61f4da9d7a6f,0ab9c1eed3f778e1ddcc32c7fbf83353edb6c477773f35307d28e8be93ab4955
168,joe-the-plain,joe the plain,plain and simple. no one in town is more gentle that broda joe,Male,,7a3083bd-5aa2-48b5-a30b-4445cc060f57,d1af2f0a619794640b52b9bf6131a635641ed862f1385b8b6d887ab9edaf2a39
169,wale-sharp-guy,wale sharp guy,wale no de carry last. the thinks and act fast,Male,,44906ea0-901b-4b3d-802f-f73acc8758f6,ddccf46f40858a4c84882815ed2082388d30d8c613ecbfd02a957f5720ed8334
170,dele-the-snoozer,dele the snoozer,"if sleeping were to be a job. dele will be the world busiest man. set a bed in a fury furnace for dele, he'll sleep.",Male,,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,786ca98ca45c5b70f9f2dc972d91ad3b5aac95c439f7da081a6332ef224df311
171,father -of -tolu,father of tolu,baba tolu is a proud father. he will sell his soul just to see tolu excel in life,Male,,a2651258-ca3f-4940-b095-3a61ff630263,4c154c8d4c949443175e6a5fdb9eb40f2474ed8566515b5af11fc905c92f9ba4
172,emeka-the-chief,emeka the chief,chief emeka is the pillar of the community. just and fair to all. the real mazi,Male,,de25fd63-dafd-4f77-8072-7ac0ae3a3ab2,4fd4e91cd6f7a29ff7c2119a646c67bb4d9b4f188401eb8ad729a3b63f651f39
173,lawal-the-drooler,lawal the drooler,"lawal has only 2 business, alcoholism and alcoholism. it's only normal for him to drool afterll",Male,,806b640f-1c8b-4cc0-aa10-45f3ddc00140,9f96296b09cc34bea1b39d35f0f878a0a9454cd80babf45159929c71a88b2567
174,solo-the-messenger,solo the messenger,"solo is a multitasker. you need anything done in your home, solo is your guy",Male,,44906ea0-901b-4b3d-802f-f73acc8758f6,4214d9baadfef9c71445f7eb7c01621147886e668d422a83e31070c6870ba4af
175,femi-the-honorable,femi the honorable,honorable femi is the modern day politician. everything he does is only to further his political career,Male,,af53bf52-b517-4347-adc6-07cf30c19025,dd7814f5ba5fe8e85df2d12d48a9128f05945a6f63061650973efa3d9e38b3ad
176,friday-the-bigsboy,friday the bigsboy,friday always live up to his name. every friday is for the party.,Male,,05ec3aae-7da8-4125-93fb-6fc544e5bc61,ac8116e9a3f442ecb62e914f9c9c32592e0180fd366f6ec6a59e13465105607e
177,kweku-the-planter,kweku the planter,kweku says he did it. kweku dey plant Igbo until he was bursted,Male,,af53bf52-b517-4347-adc6-07cf30c19025,fb495ff442659bd450042cca2f7378ff89937390273fb32ee2f8339ec44cf1f0
178,2pac-the-remix,2pac the remix,2pac is alive in him. his style is exactly the same. upcoming artist,Male,,9993e5ec-2f31-485c-9c6d-f780c078ae56,e90bccf778cfbcffebd84438425191807919045f904dba17a031cfdf990ee244
179,tope-the-influencer,tope the influencer,tope is a famous influencer. loved by his followers which keep growing everyday,Female,,3b3e1f66-922b-4f87-8cdb-0d09fc143182,dd828d9bc117d4b1b866cadcd2bc7ef587545ff514a5b3b4896bbeaf35489171
180,gabby-the-evangelist,gabby the evangelist,"evangelist Gabby, blending gospel with comedy. he's going places",Male,,ac721b71-cbc5-425c-851f-ee826973f0b9,ab2d6e5b4c0f16bd509774bf4ae687f199050da9a3ddca9b313c74c0d4bf3745
,,,,,,,83355207526f3aa4501fa67ac0878eeec53ac0391b1c1499df8b13956d0fe9c0
TEAM CRANKSHAFT,,,,,,,8b2d5e57ef7917c1cb5a9275fc5d1944e92cf64c174cda0bf39f06f1f2cbcf45
181,beauty-of-town,beauty of town,She is the most beautiful in the neighbourhood,Female,,7241a1be-59da-11ed-9b6a-0242ac120002,da599cf3382cc589937bd23879975efeb3dc394020d427bb4237a8682e452b4a
182,lola-babe,lola babe,Looking hot as always,Female,,7241a664-59da-11ed-9b6a-0242ac120002,642b8614fb11c4a910906588cd1283c9df86f7b65f06bd0f9d7c5fc3fd49e799
183,cardy_h-sharp-babe,cardy h sharp babe,Cardy is the sharpest amongst her friends,Female,,7241a7c2-59da-11ed-9b6a-0242ac120002,8edc0f29b5d31e944867a05c61a969e390c367e9df9264248d41f41078f9b3ce
184,bella-the-baller,bella the baller,Baller for Life,Female,,7241ad26-59da-11ed-9b6a-0242ac120002,6535838bb9c776a59a51b6cce5704cff032bc3683459a82d96a867683a3915bd
185,milly-of-roses,milly of roses,Her lips so red like a rose,Female,,7241af92-59da-11ed-9b6a-0242ac120002,48c6ef3ab9e83bd84f5219b768f62678a421b456e1957c6424536c54409ba98f
186,Preciousjada-the-viper,Preciousjada the viper,Her words stings likes a viper,Female,,7241b12c-59da-11ed-9b6a-0242ac120002,d59be14496c69c2a157131ca9e5d510179d6adb4b9069b56e5ce503b31610c0a
187,lolly-of-NY,lolly of NY,Most popular in NY,Female,,7241b2ee-59da-11ed-9b6a-0242ac120002,19df2c1f612583e6546a525f16131e42d33e7293a6228584db571010cbb3c5d6
188,Disy-the-dancer,Disy the dancer,Dances her way into any show,Female,,7241b4c4-59da-11ed-9b6a-0242ac120002,a7bde0ee260f3c2b0b55aa7bdc38785e1321936af39fa95298062be993a27aca
189,Jenny-the-great,Jenny the great,The greatest of our time,Female,,7241b852-59da-11ed-9b6a-0242ac120002,417caf4678ec9c4c254aa5b749863a2998a0e6946561da6c9f07cb8d929f87fd
190,lolly-the-pop,lolly the pop,Seeing lolly makes me pop,Female,,7241ba00-59da-11ed-9b6a-0242ac120002,dc67eb75f755fbee9c69116a36e40772581f63442f89305efcc8b890855cebe0
191,disy-the-queen,disy the queen,The queen in her own space,Female,,7241bda2-59da-11ed-9b6a-0242ac120002,1bdae12d486c33631504c9d53069e774f2ab04d533cf195f000ae75f53b76f29
192,JennyP-of-Lagos,JennyP of Lagos,A well known celebrity in Lagos,Female,,7241bf1e-59da-11ed-9b6a-0242ac120002,c29d1b5590cab5fa6a2541ed254dbf55df424311409942bf902359bc2e2c6220
193,Jada-of-life,Jada of life,Her business signature,Female,,7241c202-59da-11ed-9b6a-0242ac120002,31f13e8902260186a6ebe9213a12ea0c444c553f6abb63b49bb2ceaf8b24c296
194,Sandy-the-rapper,Sandy the rapper,She just loves to rap,Female,,7241c342-59da-11ed-9b6a-0242ac120002,5488502725e2ff7b8b59dd8e1e4e5dfdeb0cb87e73a826d255682b1dd72009bc
195,Dahila-the-genius,Dahila the genius,The genius in the family,Female,,7241c4fa-59da-11ed-9b6a-0242ac120002,c676dba67fa5a41c39ebdb1adf425764be6a44f2d3fe97075593ddb840e497ea
196,Rosemary-of-Yaba,Rosemary of Yaba,She has a cloth store in Yaba,Female,,7241c61c-59da-11ed-9b6a-0242ac120002,ae99c3747161c711eda6ca014970140938f2d27032abd29c25ca41460dff5251
197,Jennifer-of -island,Jennifer of island,She goes on vacation to the island,Female,,7241ca18-59da-11ed-9b6a-0242ac120002,16678b7ba57c228598d69665cc76106c1e93f28ac3b589247f823cdc5da7686e
198,Opeyemi-of-lekki,Opeyemi of lekki,Opeyemi lives in lekki,Female,,7241c8e2-59da-11ed-9b6a-0242ac120002,2a0842e27e5d78f429f8780895e9b16501a918bf1fdfcac0ece859d982eb0a11
199,Vicky-the-artist,Vicky the artist,Brings life into what she draws,Female,,7241cb3a-59da-11ed-9b6a-0242ac120002,8f899bc4886de48841ed2fc00baa02799d439ccb53cb2331f8718add4f5ede33
200,Afrogirl-sailor,Afrogirl sailor,She loves to sail the ocean,Female,,7241cc66-59da-11ed-9b6a-0242ac120002,1332c946756df90f790b6d9cf6e9980b8db572b18183712a200558e0a24f4b49
,,,,,,,83355207526f3aa4501fa67ac0878eeec53ac0391b1c1499df8b13956d0fe9c0
TEAM GEAR,,,,,,,7d32c3fac0426d1bac2dfacfb0f422b74cbfbe5d97889e02879205c5f2ae4081
201,,,,,,,efa5d9ab214ecc13e8bc6c8dfae130bcc9169accd33e07cef84c5aad8fb8cb09
202,,,,,,,88f8ccb68f6d672d278e50e0df569e5adbb1856154ab17f883bc5144e14176f2
203,,,,,,,691374b7e4db419343a44a76f9ba26d184f4555a446bffd1e818a8e00b1bba01
204,,,,,,,61c956bbe3c78945ec42a0426c0c36384d3096273a1f967c48f8f56afd9813c2
205,,,,,,,dd9bc24eb69b01b9c95fc358e902a0b9e0aabe76dc7899f8ead23636dd6a1480
206,,,,,,,e22421d16b65f83bc698376e61fd40c2358918e0a78da21e0475d6901bf45ba0
207,,,,,,,74741abe0aa010dc009142848bf4b6eb6ebe34742dc3f1f39ecba5f880e9d350
208,,,,,,,db711702feb54a9dbaf7e825c0e704e2ffbd7f062ffea8664e961046305c8bb1
209,,,,,,,6a9365d67c5320195a281224ca15c90022d09a8806a9b7f56db9db37e88ebd92
210,,,,,,,9b726af8aa26471763f65e41242da1bfac3086dc92bb76912e43581789d9f616
211,,,,,,,846f0262a5ccc95abf663dfb19407fa0635ad5c8d09714b38c8101294420acb2
212,,,,,,,89c75c1f0c6270293ce5c981a1c27e8f44de3bd36f34bd57fa0f94a1847cc302
213,,,,,,,9ea94c29d524d24abfee6adfda65bf7712a0011329841ba6b553824f0b78c6a9
214,,,,,,,926733b9b8707a144c0720f94473cb033dfede5ccd67fea0058fbc0b7d96593b
215,,,,,,,c13d36d8393b7c45ef4e37dbc7c35da93a4da3368c6cc2c7eb849409cb34e46f
216,,,,,,,ee28757b47218394b69c985d8345b1e5c04d6ecaf1631b21e9019c1090a126e8
217,,,,,,,6a7aa38ea75a54b774c250e3cd4758c6d9c1e124f1b8abb5e345eb0e1814f395
218,,,,,,,bdda05f6e9d10a6b66b4b8f479206e4eca44a5ff1b375dc43b5d1a7ca32f389a
219,,,,,,,fdd92880846f1b97acb94bfcbdefcc1446861497cc02d7f6a1bfecea944a854b
220,,,,,,,cde404c8716980f724c909577c2e293cb586d50a74719fd5dbc13a925d776a8f
,,,,,,,83355207526f3aa4501fa67ac0878eeec53ac0391b1c1499df8b13956d0fe9c0
TEAM TAPE,,,,,,,173607f595d36406e43fdc92516d74c20c0548c9c646f49c0d486e0c709dba2b
221,hng-newbie,hng newbie,A confused hng participant that cannot understand her project,Female,,0ddbd22c-b3bb-4c72-9f51-0361480bbfa7,e9e4bfbc8295ae895f2a720c357b869118b24e9417bd816ec07b1320d7555133
222,nene-caroline,nene caroline,A housewife that loves taking care of her family,Female,,4ce5bcf3-d4ed-4277-8187-cb1797c1ac7e,abb11ea87d8c912a3216ff196c66a9a31e27e55fe1257c9fc52fe4e97de6cc55
223,wazo-partystopper,wazo partystopper,A Nigerian aunty that loves to attend owambe parties,Female,,77237cce-bae0-4d60-adad-27055f0eed39,1bcf5c9e2d7f8ed5c52c73a64614032a5c735c154a50c4cb2733c1855a224e45
224,melanin-janet,melanin janet,A young lady with a soft personality,Female,,a5a2854e-a850-4b15-b3c3-176a79b2d34b,9fd1208bb10b01ade096aeaeb589f7c834866081c95184e2ec8a85a2d625aa9d
225,leo-sugarmummy,leo sugarmummy,A middle age wild yankee returnee,Female,,7ec03993-f500-4a41-aa3c-a73df7a0fbed,5c35393b9b1b5d6dad5282d766a740bdc723ccc7ec1711d8f2eb14b37b709b3f
226,novice-joane,novice joane,A princess worried about finding true love,Female,,a5d49163-41b1-43fe-ad7f-0c78ef530b1a,a1a5495a967a9025926403ff5fc9d01063881ccae1827febded877697fb6c0b4
227,goofy-simbi,goofy simbi,An eccentric teenager that loves music,Female,,df7dc588-f99c-4592-84f6-08b40047d9d1,b153cb055c514c6747bab6d447b1bb4878b00c4fd0c64e43ea37a1e057339bd7
228,akwaaba-ghana,akwaaba ghana,A depressed gothic introvert,Female,,d1e8b38b-994b-487c-890b-9034d3ab7dcb,08165752c5e2a444cd1cbf17945a3d0e7ac0cb6cac1b80513c8022beba9eed61
229,aunty-toyin,aunty toyin,An oversabi family member,Female,,1326ef4b-224a-497e-9452-e63a4486e387,08e7e34dcb24d3fb891948ae6e98b734f1287417f8044e34ee7e3fe47588c375
230,pretty-hauwa,pretty hauwa,A young bride involved in an early marriage,Female,,7c771f82-a512-403c-91b9-6736318a8796,3073e67f5c1e1b5fae35234e8a249c53106a41cfa6ed0ecedcd17959091e0790
231,chimamanda-enugu,chimamanda enugu,a young lady born during the war,Female,,eaad5c98-3f85-4480-9c4e-b73340cfba4f,aaaff9bcaa82d8ee70bebd9f0be38e96da16f5c5144df3c4f7fcd1d2ad01e11f
232,kente-solape,kente solape,a respectful and diligent princess,Female,,613ce65c-4b16-43f8-a0d9-b5ea8c5f2195,62ef2cb183332f96e25af746f9e5cc9cb8b938a42e9636573c561e0c8fa279f5
233,vamp-karishika,vamp karishika,Queen of the darkness,Female,,c4ee8a54-0874-4a7f-8344-dea8ba41f5dc,1f05238960cc84d60f44fa05be74cb8e99e196bcc96e781b50d5c4b1797e09a1
234,genz-monique,genz monique,A sassy lady with her own vibe,Female,,b5328f13-b918-4e76-8d4c-8b4aec5eb5fe,8c3eded14c53c5f1466fb201f4e135ff05674abb916ad62852935b0a05b447d0
235,femi-boltz,femi boltz,A driver hustling his way through life,Male,,03e8d36d-5bdc-4da4-8f64-c1738eb9d1db,98b6d9ad1ccce2093e960302c3afd51887070290fa64ba12e5d74723f44f93a6
236,agba-tech,agba tech,A tech bro that loves to party but has bad communication skill,Male,,403f28a0-6aa7-4f80-997f-b0982c169baa,5c8d1c7267581f34f473e12506de39e7fd539c73816e7f9080b169b2ab787cd7
237,brian-richkid,brian richkid,A trust fund baby that does not know how to manage money,Male,,9d945d79-dd2d-4755-b9c7-bff837be8557,4a19138e903c8152fba898346bdb32b64eae97f3360bbd5fcfa1d95e4429beb4
238,nandi-zulu,nandi zulu,A fierce African Queen,Female,,09702bc0-d10c-48d3-a1e9-2aaa4e9f3f39,4c91e5e503a7f7b71a5deaed88d6c77b147d068e45fdc6476a11dbc24e85f712
239,ade-demon,ade demon,A lekki playboy that makes money from crypto,Male,,0be2d50b-3e57-4e39-a199-b211d2be860c,beff86755c637bde08e5de9424e5efc13e31501cb2129a09ac751f43b62e25d6
240,karim-rapper,karim rapper,A young and proud Lagos rapper,Male,,169b58f8-b84a-4ab3-a4b6-d1c5b36aa1d3,babd31690dc6fdab915048b1c9749aede3fc0faebec686f61021cd8f438f501b
,,,,,,,83355207526f3aa4501fa67ac0878eeec53ac0391b1c1499df8b13956d0fe9c0
TEAM AXLE,,,,,,,747bb41824e0effd56d702846b814e4ed108ff823b6102fe085abd4a57b3bd9b
241,bobo-alinco,bobo alinco,Alinco always in the mood for play,male,hair colour: dark brown,ede853c4-5abd-11ed-9b6a-0242ac120002,61837b97e1ab80dbb75a1988efd34d10e4a21df79baaa644e0e36bd859f791b0
242,chi-lastborn,chi lastborn,"Baby of the house, the lastborn of an average Nigerian family",female,,ede85964-5abd-11ed-9b6a-0242ac120002,58eee90b9d56c7a98729525ffe5b9e0bdcae21b4bb21de85de4ee7c8b225a1be
243,uju-robo-robo,uju robo robo,An aso-oke business woman at balogun market,female,"accessories: ankara beret,",ede85f90-5abd-11ed-9b6a-0242ac120002,d4b54c33b0d521edd74b2338062eb348998e65f90f134123c0ae3e394eb26127
244,yetunde-anifowose,yetunde anifowose,Old money lady who was in UK before UK was UK,female,"accessories: tobaco pipe,",ede861b6-5abd-11ed-9b6a-0242ac120002,01357a26d2d75c0ab5f1911095d9a196b5d2d86f72bddede3bfa1bde56f8117c
245,dumebi-jjc,dumebi jjc,Innocent 100 level girl wey never spoil,female,,ede865da-5abd-11ed-9b6a-0242ac120002,414a3123663cbc52ec1be99ac361e3fb273e278eb80da573688a31a55883798b
246,ukwu-nengi,ukwu nengi,Well endowed woman who will always make heads turn,female,,ede86800-5abd-11ed-9b6a-0242ac120002,e67b591424798d9e5c0a4213589f632abb3e65cc293d9eefd03166629f186a17
247,nonso-malay,nonso malay,"Man on the move. It is either ego, or money my bloder",male,,ede86a12-5abd-11ed-9b6a-0242ac120002,83fb53564bdd98c6239702bc09db8bea31e383953d545be7b11d8e808d1c9f3b
248,saro-texaco,saro texaco,An oil tycoon who dominates,male,accessories: cap,ede86c2e-5abd-11ed-9b6a-0242ac120002,8a666679dfb27c5cccf80ec2262d5751c2497aa10e8b5274ee88ddf27c1fe1ea
249,akpos-agbero,akpos agbero,A Warri boy always in the mood for violence,male,accessories: cap,ede86e22-5abd-11ed-9b6a-0242ac120002,0cdd2925891da3aec71df92fe5be5f6f50ed9b861e58162bc581c4165fc819ff
250,kasali-danfo,kasali danfo,A danfo driver popular for his positive outlook of life,male,accessories: cap,ede86fbc-5abd-11ed-9b6a-0242ac120002,bdab84917dbd98004041e01c3c3f2f259793fcd2e38462c3078fc7d575bfa348
251,osaz-benz,osaz benz,an Internet fraudster who hails from Edo state,male,teeth: gold,ede87fca-5abd-11ed-9b6a-0242ac120002,4ffff5cc843449aa0f72439bcb6f0d052bd4925c43b90d3839013de7746f2777
252,kareem-kasanova,kareem kasanova,Abuja big boy who knows he can get any lady he wants,male,accessories : cap,ede8820e-5abd-11ed-9b6a-0242ac120002,48dc306c4b82576f43470aca4f0a9783d5d830940acf1dc9fc50de26c1c780a7
253,mayor-of-uyo,mayor of uyo,Essien is a top Lagos businessman who hails from Uyo,male,accessories: cap,ede883c6-5abd-11ed-9b6a-0242ac120002,894fbf934ac8966c3c9ee71dcab34b67b55978c2df47201e84a53b487d1bee3a
